Fecha aplicación,Año,Cod_Territorio,Nom_Territorio,Cantidad_dosis_aplicadas,fecha_corte
2021-05-17,2021,73,Tolima,4202,2022-02-01
2021-05-17,2021,76,Valle del Cauca,3306,2022-02-01
2021-05-17,2021,76109,Buenaventura,42,2022-02-01
2021-05-17,2021,99,Vichada,2,2022-02-01
2021-05-18,2021,91,Amazonas,212,2022-02-01
2021-05-18,2021,5,Antioquia,25104,2022-02-01
2021-05-18,2021,81,Arauca,775,2022-02-01
2021-05-18,2021,8,Atlántico,1618,2022-02-01
2021-05-18,2021,8001,Barranquilla,2836,2022-02-01
2021-05-18,2021,11,Bogotá,40515,2022-02-01
2021-05-18,2021,13,Bolívar,946,2022-02-01
2021-05-18,2021,13001,Cartagena,2749,2022-02-01
2021-05-18,2021,15,Boyacá,6554,2022-02-01
2021-05-18,2021,17,Caldas,5153,2022-02-01
2021-05-18,2021,18,Caquetá,586,2022-02-01
2021-05-18,2021,85,Casanare,663,2022-02-01
2021-05-18,2021,19,Cauca,3937,2022-02-01
2021-05-18,2021,20,Cesar,1977,2022-02-01
2021-05-18,2021,27,Chocó,756,2022-02-01
2021-05-18,2021,23,Córdoba,3106,2022-02-01
2021-05-18,2021,25,Cundinamarca,11434,2022-02-01
2021-05-18,2021,94,Guainía,103,2022-02-01
2021-05-18,2021,95,Guaviare,231,2022-02-01
2021-05-18,2021,41,Huila,2135,2022-02-01
2021-05-18,2021,44,La Guajira,926,2022-02-01
2021-05-18,2021,47,Magdalena,1206,2022-02-01
2021-05-18,2021,47001,Santa Marta,1112,2022-02-01
2021-05-18,2021,50,Meta,3388,2022-02-01
2021-05-18,2021,52,Nariño,4455,2022-02-01
2021-05-18,2021,54,Norte de Santander,5289,2022-02-01
2021-05-18,2021,86,Putumayo,499,2022-02-01
2021-05-18,2021,63,Quindío,3053,2022-02-01
2021-05-18,2021,66,Risaralda,4301,2022-02-01
2021-05-18,2021,88,San Andrés y Providencia,263,2022-02-01
2021-05-18,2021,68,Santander,13559,2022-02-01
2021-05-18,2021,70,Sucre,1411,2022-02-01
2021-05-18,2021,73,Tolima,3092,2022-02-01
2021-05-18,2021,76,Valle del Cauca,26150,2022-02-01
2021-05-18,2021,76109,Buenaventura,289,2022-02-01
2021-05-18,2021,97,Vaupés,41,2022-02-01
2021-05-18,2021,99,Vichada,100,2022-02-01
2021-05-19,2021,91,Amazonas,178,2022-02-01
2021-05-19,2021,5,Antioquia,20889,2022-02-01
2021-05-19,2021,81,Arauca,686,2022-02-01
2021-05-19,2021,8,Atlántico,1416,2022-02-01
2021-05-19,2021,8001,Barranquilla,2391,2022-02-01
2021-05-19,2021,11,Bogotá,31764,2022-02-01
2021-05-19,2021,13,Bolívar,2708,2022-02-01
2021-05-19,2021,13001,Cartagena,3731,2022-02-01
2021-05-19,2021,15,Boyacá,6870,2022-02-01
2021-05-19,2021,17,Caldas,5187,2022-02-01
2021-05-19,2021,18,Caquetá,450,2022-02-01
2021-05-19,2021,85,Casanare,615,2022-02-01
2021-05-19,2021,19,Cauca,2978,2022-02-01
2021-05-19,2021,20,Cesar,2433,2022-02-01
2021-05-19,2021,27,Chocó,492,2022-02-01
2021-05-19,2021,23,Córdoba,3455,2022-02-01
2021-05-19,2021,25,Cundinamarca,9723,2022-02-01
2021-05-19,2021,94,Guainía,66,2022-02-01
2021-05-19,2021,95,Guaviare,334,2022-02-01
2021-05-19,2021,41,Huila,2089,2022-02-01
2021-05-19,2021,44,La Guajira,914,2022-02-01
2021-05-19,2021,47,Magdalena,1851,2022-02-01
2021-05-19,2021,47001,Santa Marta,1149,2022-02-01
2021-05-19,2021,50,Meta,2668,2022-02-01
2021-05-19,2021,52,Nariño,4205,2022-02-01
2021-05-19,2021,54,Norte de Santander,3652,2022-02-01
2021-05-19,2021,86,Putumayo,599,2022-02-01
2021-05-19,2021,63,Quindío,2735,2022-02-01
2021-05-19,2021,66,Risaralda,4222,2022-02-01
2021-05-19,2021,88,San Andrés y Providencia,196,2022-02-01
2021-05-19,2021,68,Santander,4297,2022-02-01
2021-05-19,2021,70,Sucre,2015,2022-02-01
2021-05-19,2021,73,Tolima,4850,2022-02-01
2021-05-19,2021,76,Valle del Cauca,12313,2022-02-01
2021-05-19,2021,76109,Buenaventura,282,2022-02-01
2021-05-19,2021,97,Vaupés,33,2022-02-01
2021-05-19,2021,99,Vichada,79,2022-02-01
2021-05-20,2021,91,Amazonas,269,2022-02-01
2021-05-20,2021,5,Antioquia,18137,2022-02-01
2021-05-20,2021,81,Arauca,451,2022-02-01
2021-05-20,2021,8,Atlántico,1519,2022-02-01
2021-05-20,2021,8001,Barranquilla,2585,2022-02-01
2021-05-20,2021,11,Bogotá,36511,2022-02-01
2021-05-20,2021,13,Bolívar,1832,2022-02-01
2021-05-20,2021,13001,Cartagena,3041,2022-02-01
2021-05-20,2021,15,Boyacá,4311,2022-02-01
2021-05-20,2021,17,Caldas,6538,2022-02-01
2021-05-20,2021,18,Caquetá,458,2022-02-01
2021-05-20,2021,85,Casanare,599,2022-02-01
2021-05-20,2021,19,Cauca,2977,2022-02-01
2021-05-20,2021,20,Cesar,1494,2022-02-01
2021-05-20,2021,27,Chocó,411,2022-02-01
2021-05-20,2021,23,Córdoba,3496,2022-02-01
2021-05-20,2021,25,Cundinamarca,5005,2022-02-01
2021-05-20,2021,94,Guainía,65,2022-02-01
2021-05-20,2021,95,Guaviare,173,2022-02-01
2021-05-20,2021,41,Huila,3177,2022-02-01
2021-05-20,2021,44,La Guajira,708,2022-02-01
2021-05-20,2021,47,Magdalena,1348,2022-02-01
2021-05-20,2021,47001,Santa Marta,1172,2022-02-01
2021-05-20,2021,50,Meta,1879,2022-02-01
2021-05-20,2021,52,Nariño,3910,2022-02-01
2021-05-20,2021,54,Norte de Santander,2412,2022-02-01
2021-05-20,2021,86,Putumayo,539,2022-02-01
2021-05-20,2021,63,Quindío,2011,2022-02-01
2021-05-20,2021,66,Risaralda,4444,2022-02-01
2021-05-20,2021,88,San Andrés y Providencia,162,2022-02-01
2021-05-20,2021,68,Santander,10440,2022-02-01
2021-05-20,2021,70,Sucre,1281,2022-02-01
2021-05-20,2021,73,Tolima,5260,2022-02-01
2021-05-20,2021,76,Valle del Cauca,17044,2022-02-01
2021-05-20,2021,76109,Buenaventura,388,2022-02-01
2021-05-20,2021,97,Vaupés,20,2022-02-01
2021-05-20,2021,99,Vichada,50,2022-02-01
2021-05-21,2021,91,Amazonas,216,2022-02-01
2021-05-21,2021,5,Antioquia,17262,2022-02-01
2021-05-21,2021,81,Arauca,473,2022-02-01
2021-05-21,2021,8,Atlántico,1937,2022-02-01
2021-05-21,2021,8001,Barranquilla,2188,2022-02-01
2021-05-21,2021,11,Bogotá,24004,2022-02-01
2021-05-21,2021,13,Bolívar,1859,2022-02-01
2021-05-21,2021,13001,Cartagena,2164,2022-02-01
2021-05-21,2021,15,Boyacá,3122,2022-02-01
2021-05-21,2021,17,Caldas,5783,2022-02-01
2021-05-21,2021,18,Caquetá,443,2022-02-01
2021-05-21,2021,85,Casanare,1101,2022-02-01
2021-05-21,2021,19,Cauca,2866,2022-02-01
2021-05-21,2021,20,Cesar,1575,2022-02-01
2021-05-21,2021,27,Chocó,401,2022-02-01
2021-05-21,2021,23,Córdoba,3772,2022-02-01
2021-05-21,2021,25,Cundinamarca,2864,2022-02-01
2021-05-21,2021,94,Guainía,56,2022-02-01
2021-05-21,2021,95,Guaviare,112,2022-02-01
2021-05-21,2021,41,Huila,2217,2022-02-01
2021-05-21,2021,44,La Guajira,1078,2022-02-01
2021-05-21,2021,47,Magdalena,1062,2022-02-01
2021-05-21,2021,47001,Santa Marta,1290,2022-02-01
2021-05-21,2021,50,Meta,3642,2022-02-01
2021-05-21,2021,52,Nariño,4562,2022-02-01
2021-05-21,2021,54,Norte de Santander,2919,2022-02-01
2021-05-21,2021,86,Putumayo,374,2022-02-01
2021-05-21,2021,63,Quindío,3442,2022-02-01
2021-05-21,2021,66,Risaralda,3381,2022-02-01
2021-05-21,2021,88,San Andrés y Providencia,160,2022-02-01
2021-05-21,2021,68,Santander,6936,2022-02-01
2021-05-21,2021,70,Sucre,1829,2022-02-01
2021-05-21,2021,73,Tolima,4744,2022-02-01
2021-05-21,2021,76,Valle del Cauca,15580,2022-02-01
2021-05-21,2021,76109,Buenaventura,461,2022-02-01
2021-05-21,2021,97,Vaupés,14,2022-02-01
2021-05-21,2021,99,Vichada,45,2022-02-01
2021-05-22,2021,91,Amazonas,67,2022-02-01
2021-05-22,2021,5,Antioquia,11152,2022-02-01
2021-05-22,2021,81,Arauca,214,2022-02-01
2021-05-22,2021,8,Atlántico,2508,2022-02-01
2021-05-22,2021,8001,Barranquilla,4624,2022-02-01
2021-05-22,2021,11,Bogotá,25878,2022-02-01
2021-05-22,2021,13,Bolívar,1202,2022-02-01
2021-05-22,2021,13001,Cartagena,2070,2022-02-01
2021-05-22,2021,15,Boyacá,938,2022-02-01
2021-05-22,2021,17,Caldas,3535,2022-02-01
2021-05-22,2021,18,Caquetá,839,2022-02-01
2021-05-22,2021,85,Casanare,793,2022-02-01
2021-05-22,2021,19,Cauca,2946,2022-02-01
2021-05-22,2021,20,Cesar,503,2022-02-01
2021-05-22,2021,27,Chocó,271,2022-02-01
2021-05-22,2021,23,Córdoba,2718,2022-02-01
2021-05-22,2021,25,Cundinamarca,3034,2022-02-01
2021-05-22,2021,94,Guainía,42,2022-02-01
2021-05-22,2021,95,Guaviare,55,2022-02-01
2021-05-22,2021,41,Huila,1668,2022-02-01
2021-05-22,2021,44,La Guajira,1362,2022-02-01
2021-05-22,2021,47,Magdalena,393,2022-02-01
2021-05-22,2021,47001,Santa Marta,610,2022-02-01
2021-05-22,2021,50,Meta,1263,2022-02-01
2021-05-22,2021,52,Nariño,2742,2022-02-01
2021-05-22,2021,54,Norte de Santander,2400,2022-02-01
2021-05-22,2021,86,Putumayo,194,2022-02-01
2021-05-22,2021,63,Quindío,1240,2022-02-01
2021-05-22,2021,66,Risaralda,2041,2022-02-01
2021-05-22,2021,88,San Andrés y Providencia,49,2022-02-01
2021-05-22,2021,68,Santander,9656,2022-02-01
2021-05-22,2021,70,Sucre,1087,2022-02-01
2021-05-22,2021,73,Tolima,2437,2022-02-01
2021-05-22,2021,76,Valle del Cauca,9873,2022-02-01
2021-05-22,2021,76109,Buenaventura,218,2022-02-01
2021-05-22,2021,99,Vichada,7,2022-02-01
2021-05-23,2021,91,Amazonas,37,2022-02-01
2021-05-23,2021,5,Antioquia,5382,2022-02-01
2021-05-23,2021,81,Arauca,265,2022-02-01
2021-05-23,2021,8,Atlántico,3248,2022-02-01
2021-05-23,2021,8001,Barranquilla,8983,2022-02-01
2021-05-23,2021,11,Bogotá,18369,2022-02-01
2021-05-23,2021,13,Bolívar,502,2022-02-01
2021-05-23,2021,13001,Cartagena,431,2022-02-01
2021-05-23,2021,15,Boyacá,1367,2022-02-01
2021-05-23,2021,17,Caldas,818,2022-02-01
2021-05-23,2021,18,Caquetá,494,2022-02-01
2021-05-23,2021,85,Casanare,831,2022-02-01
2021-05-23,2021,19,Cauca,611,2022-02-01
2021-05-23,2021,20,Cesar,1230,2022-02-01
2021-05-23,2021,27,Chocó,124,2022-02-01
2021-05-23,2021,23,Córdoba,1899,2022-02-01
2021-05-23,2021,25,Cundinamarca,356,2022-02-01
2021-05-23,2021,41,Huila,449,2022-02-01
2021-05-23,2021,44,La Guajira,933,2022-02-01
2021-05-23,2021,47,Magdalena,472,2022-02-01
2021-05-23,2021,47001,Santa Marta,942,2022-02-01
2021-05-23,2021,50,Meta,703,2022-02-01
2021-05-23,2021,52,Nariño,592,2022-02-01
2021-05-23,2021,54,Norte de Santander,1055,2022-02-01
2021-05-23,2021,86,Putumayo,4,2022-02-01
2021-05-23,2021,63,Quindío,321,2022-02-01
2021-05-23,2021,66,Risaralda,1437,2022-02-01
2021-05-23,2021,88,San Andrés y Providencia,95,2022-02-01
2021-05-23,2021,68,Santander,7757,2022-02-01
2021-05-23,2021,70,Sucre,416,2022-02-01
2021-05-23,2021,73,Tolima,1019,2022-02-01
2021-05-23,2021,76,Valle del Cauca,7628,2022-02-01
2021-05-23,2021,76109,Buenaventura,13,2022-02-01
2021-05-24,2021,91,Amazonas,285,2022-02-01
2021-05-24,2021,5,Antioquia,11608,2022-02-01
2021-05-24,2021,81,Arauca,1001,2022-02-01
2021-05-24,2021,8,Atlántico,6088,2022-02-01
2021-05-24,2021,8001,Barranquilla,8676,2022-02-01
2021-05-24,2021,11,Bogotá,22432,2022-02-01
2021-05-24,2021,13,Bolívar,1100,2022-02-01
2021-05-24,2021,13001,Cartagena,2224,2022-02-01
2021-05-24,2021,15,Boyacá,2235,2022-02-01
2021-05-24,2021,17,Caldas,2763,2022-02-01
2021-05-24,2021,18,Caquetá,557,2022-02-01
2021-05-24,2021,85,Casanare,1374,2022-02-01
2021-05-24,2021,19,Cauca,2769,2022-02-01
2021-05-24,2021,20,Cesar,1098,2022-02-01
2021-05-24,2021,27,Chocó,1151,2022-02-01
2021-05-24,2021,23,Córdoba,5752,2022-02-01
2021-05-24,2021,25,Cundinamarca,2275,2022-02-01
2021-05-24,2021,94,Guainía,97,2022-02-01
2021-05-24,2021,95,Guaviare,190,2022-02-01
2021-05-24,2021,41,Huila,2601,2022-02-01
2021-05-24,2021,44,La Guajira,2012,2022-02-01
2021-05-24,2021,47,Magdalena,739,2022-02-01
2021-05-24,2021,47001,Santa Marta,1824,2022-02-01
2021-05-24,2021,50,Meta,2440,2022-02-01
2021-05-24,2021,52,Nariño,2742,2022-02-01
2021-05-24,2021,54,Norte de Santander,2674,2022-02-01
2021-05-24,2021,86,Putumayo,791,2022-02-01
2021-05-24,2021,63,Quindío,1225,2022-02-01
2021-05-24,2021,66,Risaralda,2693,2022-02-01
2021-05-24,2021,88,San Andrés y Providencia,384,2022-02-01
2021-05-24,2021,68,Santander,10397,2022-02-01
2021-05-24,2021,70,Sucre,3314,2022-02-01
2021-05-24,2021,73,Tolima,2269,2022-02-01
2021-05-24,2021,76,Valle del Cauca,11052,2022-02-01
2021-05-24,2021,76109,Buenaventura,471,2022-02-01
2021-05-24,2021,97,Vaupés,20,2022-02-01
2021-05-25,2021,91,Amazonas,184,2022-02-01
2021-05-25,2021,5,Antioquia,25009,2022-02-01
2021-05-25,2021,81,Arauca,958,2022-02-01
2021-05-25,2021,8,Atlántico,8767,2022-02-01
2021-05-25,2021,8001,Barranquilla,8758,2022-02-01
2021-05-25,2021,11,Bogotá,35238,2022-02-01
2021-05-25,2021,13,Bolívar,3799,2022-02-01
2021-05-25,2021,13001,Cartagena,5147,2022-02-01
2021-05-25,2021,15,Boyacá,3575,2022-02-01
2021-05-25,2021,17,Caldas,3250,2022-02-01
2021-05-25,2021,18,Caquetá,1132,2022-02-01
2021-05-25,2021,85,Casanare,1828,2022-02-01
2021-05-25,2021,19,Cauca,3128,2022-02-01
2021-05-25,2021,20,Cesar,1694,2022-02-01
2021-05-25,2021,27,Chocó,1302,2022-02-01
2021-05-25,2021,23,Córdoba,5593,2022-02-01
2021-05-25,2021,25,Cundinamarca,16935,2022-02-01
2021-05-25,2021,94,Guainía,92,2022-02-01
2021-05-25,2021,95,Guaviare,190,2022-02-01
2021-05-25,2021,41,Huila,3064,2022-02-01
2021-05-25,2021,44,La Guajira,1896,2022-02-01
2021-05-25,2021,47,Magdalena,1745,2022-02-01
2021-05-25,2021,47001,Santa Marta,1378,2022-02-01
2021-05-25,2021,50,Meta,2610,2022-02-01
2021-05-25,2021,52,Nariño,3315,2022-02-01
2021-05-25,2021,54,Norte de Santander,4526,2022-02-01
2021-05-25,2021,86,Putumayo,668,2022-02-01
2021-05-25,2021,63,Quindío,3132,2022-02-01
2021-05-25,2021,66,Risaralda,3364,2022-02-01
2021-05-25,2021,88,San Andrés y Providencia,418,2022-02-01
2021-05-25,2021,68,Santander,8834,2022-02-01
2021-05-25,2021,70,Sucre,3899,2022-02-01
2021-05-25,2021,73,Tolima,4381,2022-02-01
2021-05-25,2021,76,Valle del Cauca,16954,2022-02-01
2021-05-25,2021,76109,Buenaventura,652,2022-02-01
2021-05-25,2021,97,Vaupés,20,2022-02-01
2021-05-25,2021,99,Vichada,213,2022-02-01
2021-05-26,2021,91,Amazonas,165,2022-02-01
2021-05-26,2021,5,Antioquia,34114,2022-02-01
2021-05-26,2021,81,Arauca,1063,2022-02-01
2021-05-26,2021,8,Atlántico,7807,2022-02-01
2021-05-26,2021,8001,Barranquilla,8826,2022-02-01
2021-05-26,2021,11,Bogotá,38339,2022-02-01
2021-05-26,2021,13,Bolívar,7185,2022-02-01
2021-05-26,2021,13001,Cartagena,4731,2022-02-01
2021-05-26,2021,15,Boyacá,5927,2022-02-01
2021-05-26,2021,17,Caldas,8416,2022-02-01
2021-05-26,2021,18,Caquetá,1118,2022-02-01
2021-05-26,2021,85,Casanare,1767,2022-02-01
2021-05-26,2021,19,Cauca,4141,2022-02-01
2021-05-26,2021,20,Cesar,3461,2022-02-01
2021-05-26,2021,27,Chocó,918,2022-02-01
2021-05-26,2021,23,Córdoba,6865,2022-02-01
2021-05-26,2021,25,Cundinamarca,15897,2022-02-01
2021-05-26,2021,94,Guainía,73,2022-02-01
2021-05-26,2021,95,Guaviare,293,2022-02-01
2021-05-26,2021,41,Huila,3939,2022-02-01
2021-05-26,2021,44,La Guajira,2413,2022-02-01
2021-05-26,2021,47,Magdalena,3789,2022-02-01
2021-05-26,2021,47001,Santa Marta,1618,2022-02-01
2021-05-26,2021,50,Meta,796,2022-02-01
2021-05-26,2021,52,Nariño,5124,2022-02-01
2021-05-26,2021,54,Norte de Santander,8007,2022-02-01
2021-05-26,2021,86,Putumayo,739,2022-02-01
2021-05-26,2021,63,Quindío,3144,2022-02-01
2021-05-26,2021,66,Risaralda,5758,2022-02-01
2021-05-26,2021,88,San Andrés y Providencia,444,2022-02-01
2021-05-26,2021,68,Santander,8746,2022-02-01
2021-05-26,2021,70,Sucre,5188,2022-02-01
2021-05-26,2021,73,Tolima,9364,2022-02-01
2021-05-26,2021,76,Valle del Cauca,18200,2022-02-01
2021-05-26,2021,76109,Buenaventura,585,2022-02-01
2021-05-26,2021,99,Vichada,164,2022-02-01
2021-05-27,2021,91,Amazonas,140,2022-02-01
2021-05-27,2021,5,Antioquia,43476,2022-02-01
2021-05-27,2021,81,Arauca,1105,2022-02-01
2021-05-27,2021,8,Atlántico,6527,2022-02-01
2021-05-27,2021,8001,Barranquilla,10163,2022-02-01
2021-05-27,2021,11,Bogotá,40016,2022-02-01
2021-05-27,2021,13,Bolívar,6615,2022-02-01
2021-05-27,2021,13001,Cartagena,5814,2022-02-01
2021-05-27,2021,15,Boyacá,6659,2022-02-01
2021-05-27,2021,17,Caldas,5172,2022-02-01
2021-05-27,2021,18,Caquetá,1660,2022-02-01
2021-05-27,2021,85,Casanare,1732,2022-02-01
2021-05-27,2021,19,Cauca,4482,2022-02-01
2021-05-27,2021,20,Cesar,3326,2022-02-01
2021-05-27,2021,27,Chocó,1311,2022-02-01
2021-05-27,2021,23,Córdoba,6356,2022-02-01
2021-05-27,2021,25,Cundinamarca,10231,2022-02-01
2021-05-27,2021,94,Guainía,94,2022-02-01
2021-05-27,2021,95,Guaviare,336,2022-02-01
2021-05-27,2021,41,Huila,4812,2022-02-01
2021-05-27,2021,44,La Guajira,2838,2022-02-01
2021-05-27,2021,47,Magdalena,3443,2022-02-01
2021-05-27,2021,47001,Santa Marta,3039,2022-02-01
2021-05-27,2021,50,Meta,10335,2022-02-01
2021-05-27,2021,52,Nariño,7290,2022-02-01
2021-05-27,2021,54,Norte de Santander,7151,2022-02-01
2021-05-27,2021,86,Putumayo,745,2022-02-01
2021-05-27,2021,63,Quindío,3618,2022-02-01
2021-05-27,2021,66,Risaralda,5559,2022-02-01
2021-05-27,2021,88,San Andrés y Providencia,568,2022-02-01
2021-05-27,2021,68,Santander,11454,2022-02-01
2021-05-27,2021,70,Sucre,4978,2022-02-01
2021-05-27,2021,73,Tolima,5135,2022-02-01
2021-05-27,2021,76,Valle del Cauca,28256,2022-02-01
2021-05-27,2021,76109,Buenaventura,990,2022-02-01
2021-05-27,2021,97,Vaupés,60,2022-02-01
2021-05-27,2021,99,Vichada,178,2022-02-01
2021-05-28,2021,91,Amazonas,134,2022-02-01
2021-05-28,2021,5,Antioquia,39585,2022-02-01
2021-05-28,2021,81,Arauca,1296,2022-02-01
2021-05-28,2021,8,Atlántico,8484,2022-02-01
2021-05-28,2021,8001,Barranquilla,9708,2022-02-01
2021-05-28,2021,11,Bogotá,40757,2022-02-01
2021-05-28,2021,13,Bolívar,6567,2022-02-01
2021-05-28,2021,13001,Cartagena,7687,2022-02-01
2021-05-28,2021,15,Boyacá,3965,2022-02-01
2021-05-28,2021,17,Caldas,6347,2022-02-01
2021-05-28,2021,18,Caquetá,2808,2022-02-01
2021-05-28,2021,85,Casanare,1975,2022-02-01
2021-05-28,2021,19,Cauca,4207,2022-02-01
2021-05-28,2021,20,Cesar,5643,2022-02-01
2021-05-28,2021,27,Chocó,1155,2022-02-01
2021-05-28,2021,23,Córdoba,6206,2022-02-01
2021-05-28,2021,25,Cundinamarca,13498,2022-02-01
2021-05-28,2021,94,Guainía,86,2022-02-01
2021-05-28,2021,95,Guaviare,441,2022-02-01
2021-05-28,2021,41,Huila,5645,2022-02-01
2021-05-28,2021,44,La Guajira,3688,2022-02-01
2021-05-28,2021,47,Magdalena,4308,2022-02-01
2021-05-28,2021,47001,Santa Marta,2335,2022-02-01
2021-05-28,2021,50,Meta,5207,2022-02-01
2021-05-28,2021,52,Nariño,7377,2022-02-01
2021-05-28,2021,54,Norte de Santander,6191,2022-02-01
2021-05-28,2021,86,Putumayo,763,2022-02-01
2021-05-28,2021,63,Quindío,3431,2022-02-01
2021-05-28,2021,66,Risaralda,5910,2022-02-01
2021-05-28,2021,88,San Andrés y Providencia,542,2022-02-01
2021-05-28,2021,68,Santander,11119,2022-02-01
2021-05-28,2021,70,Sucre,5021,2022-02-01
2021-05-28,2021,73,Tolima,4867,2022-02-01
2021-05-28,2021,76,Valle del Cauca,21904,2022-02-01
2021-05-28,2021,76109,Buenaventura,1039,2022-02-01
2021-05-28,2021,99,Vichada,183,2022-02-01
2021-05-29,2021,91,Amazonas,60,2022-02-01
2021-05-29,2021,5,Antioquia,43449,2022-02-01
2021-05-29,2021,81,Arauca,1213,2022-02-01
2021-05-29,2021,8,Atlántico,7168,2022-02-01
2021-05-29,2021,8001,Barranquilla,13557,2022-02-01
2021-05-29,2021,11,Bogotá,56831,2022-02-01
2021-05-29,2021,13,Bolívar,5503,2022-02-01
2021-05-29,2021,13001,Cartagena,6956,2022-02-01
2021-05-29,2021,15,Boyacá,10372,2022-02-01
2021-05-29,2021,17,Caldas,8421,2022-02-01
2021-05-29,2021,18,Caquetá,2171,2022-02-01
2021-05-29,2021,85,Casanare,1172,2022-02-01
2021-05-29,2021,19,Cauca,7598,2022-02-01
2021-05-29,2021,20,Cesar,4850,2022-02-01
2021-05-29,2021,27,Chocó,601,2022-02-01
2021-05-29,2021,23,Córdoba,6616,2022-02-01
2021-05-29,2021,25,Cundinamarca,7365,2022-02-01
2021-05-29,2021,94,Guainía,79,2022-02-01
2021-05-29,2021,95,Guaviare,323,2022-02-01
2021-05-29,2021,41,Huila,7518,2022-02-01
2021-05-29,2021,44,La Guajira,2975,2022-02-01
2021-05-29,2021,47,Magdalena,5082,2022-02-01
2021-05-29,2021,47001,Santa Marta,2830,2022-02-01
2021-05-29,2021,50,Meta,7056,2022-02-01
2021-05-29,2021,52,Nariño,8803,2022-02-01
2021-05-29,2021,54,Norte de Santander,8406,2022-02-01
2021-05-29,2021,86,Putumayo,1657,2022-02-01
2021-05-29,2021,63,Quindío,5251,2022-02-01
2021-05-29,2021,66,Risaralda,6869,2022-02-01
2021-05-29,2021,88,San Andrés y Providencia,1061,2022-02-01
2021-05-29,2021,68,Santander,21839,2022-02-01
2021-05-29,2021,70,Sucre,6094,2022-02-01
2021-05-29,2021,73,Tolima,4696,2022-02-01
2021-05-29,2021,76,Valle del Cauca,35579,2022-02-01
2021-05-29,2021,76109,Buenaventura,2593,2022-02-01
2021-05-29,2021,97,Vaupés,51,2022-02-01
2021-05-29,2021,99,Vichada,498,2022-02-01
2021-05-30,2021,91,Amazonas,19,2022-02-01
2021-05-30,2021,5,Antioquia,22404,2022-02-01
2021-05-30,2021,81,Arauca,288,2022-02-01
2021-05-30,2021,8,Atlántico,2497,2022-02-01
2021-05-30,2021,8001,Barranquilla,8769,2022-02-01
2021-05-30,2021,11,Bogotá,42824,2022-02-01
2021-05-30,2021,13,Bolívar,1806,2022-02-01
2021-05-30,2021,13001,Cartagena,4269,2022-02-01
2021-05-30,2021,15,Boyacá,2665,2022-02-01
2021-05-30,2021,17,Caldas,1918,2022-02-01
2021-05-30,2021,18,Caquetá,1106,2022-02-01
2021-05-30,2021,85,Casanare,1602,2022-02-01
2021-05-30,2021,19,Cauca,1534,2022-02-01
2021-05-30,2021,20,Cesar,3984,2022-02-01
2021-05-30,2021,27,Chocó,96,2022-02-01
2021-05-30,2021,23,Córdoba,4823,2022-02-01
2021-05-30,2021,25,Cundinamarca,5274,2022-02-01
2021-05-30,2021,95,Guaviare,362,2022-02-01
2021-05-30,2021,41,Huila,2712,2022-02-01
2021-05-30,2021,44,La Guajira,1100,2022-02-01
2021-05-30,2021,47,Magdalena,299,2022-02-01
2021-05-30,2021,47001,Santa Marta,883,2022-02-01
2021-05-30,2021,50,Meta,2641,2022-02-01
2021-05-30,2021,52,Nariño,6366,2022-02-01
2021-05-30,2021,54,Norte de Santander,3109,2022-02-01
2021-05-30,2021,86,Putumayo,188,2022-02-01
2021-05-30,2021,63,Quindío,1410,2022-02-01
2021-05-30,2021,66,Risaralda,2636,2022-02-01
2021-05-30,2021,88,San Andrés y Providencia,382,2022-02-01
2021-05-30,2021,68,Santander,11295,2022-02-01
2021-05-30,2021,70,Sucre,3308,2022-02-01
2021-05-30,2021,73,Tolima,5882,2022-02-01
2021-05-30,2021,76,Valle del Cauca,15359,2022-02-01
2021-05-30,2021,76109,Buenaventura,91,2022-02-01
2021-05-30,2021,99,Vichada,605,2022-02-01
2021-05-31,2021,91,Amazonas,114,2022-02-01
2021-05-31,2021,5,Antioquia,38338,2022-02-01
2021-05-31,2021,81,Arauca,1399,2022-02-01
2021-05-31,2021,8,Atlántico,5736,2022-02-01
2021-05-31,2021,8001,Barranquilla,8120,2022-02-01
2021-05-31,2021,11,Bogotá,52594,2022-02-01
2021-05-31,2021,13,Bolívar,3457,2022-02-01
2021-05-31,2021,13001,Cartagena,4553,2022-02-01
2021-05-31,2021,15,Boyacá,5285,2022-02-01
2021-05-31,2021,17,Caldas,4709,2022-02-01
2021-05-31,2021,18,Caquetá,1948,2022-02-01
2021-05-31,2021,85,Casanare,2408,2022-02-01
2021-05-31,2021,19,Cauca,3410,2022-02-01
2021-05-31,2021,20,Cesar,5068,2022-02-01
2021-05-31,2021,27,Chocó,645,2022-02-01
2021-05-31,2021,23,Córdoba,7426,2022-02-01
2021-05-31,2021,25,Cundinamarca,20779,2022-02-01
2021-05-31,2021,94,Guainía,54,2022-02-01
2021-05-31,2021,95,Guaviare,879,2022-02-01
2021-05-31,2021,41,Huila,5005,2022-02-01
2021-05-31,2021,44,La Guajira,2997,2022-02-01
2021-05-31,2021,47,Magdalena,4646,2022-02-01
2021-05-31,2021,47001,Santa Marta,3352,2022-02-01
2021-05-31,2021,50,Meta,5159,2022-02-01
2021-05-31,2021,52,Nariño,6996,2022-02-01
2021-05-31,2021,54,Norte de Santander,7612,2022-02-01
2021-05-31,2021,86,Putumayo,761,2022-02-01
