Fecha aplicación,Año,Cod_Territorio,Nom_Territorio,Cantidad_dosis_aplicadas,fecha_corte
2021-09-03,2021,70,Sucre,1430,2022-02-01
2021-09-03,2021,73,Tolima,4159,2022-02-01
2021-09-03,2021,76,Valle del Cauca,16658,2022-02-01
2021-09-03,2021,76109,Buenaventura,890,2022-02-01
2021-09-03,2021,97,Vaupés,6,2022-02-01
2021-09-03,2021,99,Vichada,96,2022-02-01
2021-09-03,2021,0,Privados,20863,2022-02-01
2021-09-04,2021,91,Amazonas,5,2022-02-01
2021-09-04,2021,5,Antioquia,19588,2022-02-01
2021-09-04,2021,81,Arauca,348,2022-02-01
2021-09-04,2021,8,Atlántico,5570,2022-02-01
2021-09-04,2021,8001,Barranquilla,9653,2022-02-01
2021-09-04,2021,11,Bogotá,26754,2022-02-01
2021-09-04,2021,13,Bolívar,3994,2022-02-01
2021-09-04,2021,13001,Cartagena,3975,2022-02-01
2021-09-04,2021,15,Boyacá,1641,2022-02-01
2021-09-04,2021,17,Caldas,3677,2022-02-01
2021-09-04,2021,18,Caquetá,299,2022-02-01
2021-09-04,2021,85,Casanare,1862,2022-02-01
2021-09-04,2021,19,Cauca,1568,2022-02-01
2021-09-04,2021,20,Cesar,2087,2022-02-01
2021-09-04,2021,27,Chocó,1678,2022-02-01
2021-09-04,2021,23,Córdoba,1390,2022-02-01
2021-09-04,2021,25,Cundinamarca,1111,2022-02-01
2021-09-04,2021,94,Guainía,61,2022-02-01
2021-09-04,2021,95,Guaviare,141,2022-02-01
2021-09-04,2021,41,Huila,5889,2022-02-01
2021-09-04,2021,44,La Guajira,934,2022-02-01
2021-09-04,2021,47,Magdalena,196,2022-02-01
2021-09-04,2021,47001,Santa Marta,837,2022-02-01
2021-09-04,2021,50,Meta,1197,2022-02-01
2021-09-04,2021,52,Nariño,3775,2022-02-01
2021-09-04,2021,54,Norte de Santander,7833,2022-02-01
2021-09-04,2021,86,Putumayo,547,2022-02-01
2021-09-04,2021,63,Quindío,1440,2022-02-01
2021-09-04,2021,66,Risaralda,2766,2022-02-01
2021-09-04,2021,88,San Andrés y Providencia,206,2022-02-01
2021-09-04,2021,68,Santander,3258,2022-02-01
2021-09-04,2021,70,Sucre,620,2022-02-01
2021-09-04,2021,73,Tolima,2046,2022-02-01
2021-09-04,2021,76,Valle del Cauca,16854,2022-02-01
2021-09-04,2021,76109,Buenaventura,256,2022-02-01
2021-09-04,2021,99,Vichada,32,2022-02-01
2021-09-04,2021,0,Privados,10763,2022-02-01
2021-09-05,2021,5,Antioquia,12568,2022-02-01
2021-09-05,2021,81,Arauca,106,2022-02-01
2021-09-05,2021,8,Atlántico,1219,2022-02-01
2021-09-05,2021,8001,Barranquilla,7924,2022-02-01
2021-09-05,2021,11,Bogotá,25809,2022-02-01
2021-09-05,2021,13,Bolívar,1105,2022-02-01
2021-09-05,2021,13001,Cartagena,4289,2022-02-01
2021-09-05,2021,15,Boyacá,727,2022-02-01
2021-09-05,2021,17,Caldas,7,2022-02-01
2021-09-05,2021,18,Caquetá,389,2022-02-01
2021-09-05,2021,85,Casanare,456,2022-02-01
2021-09-05,2021,19,Cauca,630,2022-02-01
2021-09-05,2021,20,Cesar,665,2022-02-01
2021-09-05,2021,27,Chocó,0,2022-02-01
2021-09-05,2021,23,Córdoba,527,2022-02-01
2021-09-05,2021,25,Cundinamarca,2450,2022-02-01
2021-09-05,2021,41,Huila,2994,2022-02-01
2021-09-05,2021,44,La Guajira,55,2022-02-01
2021-09-05,2021,47,Magdalena,5,2022-02-01
2021-09-05,2021,47001,Santa Marta,278,2022-02-01
2021-09-05,2021,50,Meta,5600,2022-02-01
2021-09-05,2021,52,Nariño,2743,2022-02-01
2021-09-05,2021,54,Norte de Santander,2759,2022-02-01
2021-09-05,2021,86,Putumayo,264,2022-02-01
2021-09-05,2021,63,Quindío,228,2022-02-01
2021-09-05,2021,66,Risaralda,532,2022-02-01
2021-09-05,2021,88,San Andrés y Providencia,6,2022-02-01
2021-09-05,2021,68,Santander,1869,2022-02-01
2021-09-05,2021,70,Sucre,329,2022-02-01
2021-09-05,2021,73,Tolima,454,2022-02-01
2021-09-05,2021,76,Valle del Cauca,5890,2022-02-01
2021-09-05,2021,76109,Buenaventura,439,2022-02-01
2021-09-06,2021,91,Amazonas,52,2022-02-01
2021-09-06,2021,5,Antioquia,14242,2022-02-01
2021-09-06,2021,81,Arauca,582,2022-02-01
2021-09-06,2021,8,Atlántico,2890,2022-02-01
2021-09-06,2021,8001,Barranquilla,5185,2022-02-01
2021-09-06,2021,11,Bogotá,8183,2022-02-01
2021-09-06,2021,13,Bolívar,4217,2022-02-01
2021-09-06,2021,13001,Cartagena,4978,2022-02-01
2021-09-06,2021,15,Boyacá,3252,2022-02-01
2021-09-06,2021,17,Caldas,2045,2022-02-01
2021-09-06,2021,18,Caquetá,538,2022-02-01
2021-09-06,2021,85,Casanare,1742,2022-02-01
2021-09-06,2021,19,Cauca,3081,2022-02-01
2021-09-06,2021,20,Cesar,4533,2022-02-01
2021-09-06,2021,27,Chocó,2072,2022-02-01
2021-09-06,2021,23,Córdoba,1172,2022-02-01
2021-09-06,2021,25,Cundinamarca,16729,2022-02-01
2021-09-06,2021,94,Guainía,59,2022-02-01
2021-09-06,2021,95,Guaviare,279,2022-02-01
2021-09-06,2021,41,Huila,1498,2022-02-01
2021-09-06,2021,44,La Guajira,1416,2022-02-01
2021-09-06,2021,47,Magdalena,545,2022-02-01
2021-09-06,2021,47001,Santa Marta,2148,2022-02-01
2021-09-06,2021,50,Meta,3982,2022-02-01
2021-09-06,2021,52,Nariño,1036,2022-02-01
2021-09-06,2021,54,Norte de Santander,1847,2022-02-01
2021-09-06,2021,86,Putumayo,816,2022-02-01
2021-09-06,2021,63,Quindío,2972,2022-02-01
2021-09-06,2021,66,Risaralda,3329,2022-02-01
2021-09-06,2021,88,San Andrés y Providencia,123,2022-02-01
2021-09-06,2021,68,Santander,9675,2022-02-01
2021-09-06,2021,70,Sucre,785,2022-02-01
2021-09-06,2021,73,Tolima,1620,2022-02-01
2021-09-06,2021,76,Valle del Cauca,11210,2022-02-01
2021-09-06,2021,76109,Buenaventura,890,2022-02-01
2021-09-06,2021,97,Vaupés,1,2022-02-01
2021-09-06,2021,99,Vichada,143,2022-02-01
2021-09-06,2021,0,Privados,26521,2022-02-01
2021-09-07,2021,91,Amazonas,31,2022-02-01
2021-09-07,2021,5,Antioquia,23727,2022-02-01
2021-09-07,2021,81,Arauca,1046,2022-02-01
2021-09-07,2021,8,Atlántico,2951,2022-02-01
2021-09-07,2021,8001,Barranquilla,3583,2022-02-01
2021-09-07,2021,11,Bogotá,41332,2022-02-01
2021-09-07,2021,13,Bolívar,2947,2022-02-01
2021-09-07,2021,13001,Cartagena,4678,2022-02-01
2021-09-07,2021,15,Boyacá,5802,2022-02-01
2021-09-07,2021,17,Caldas,2041,2022-02-01
2021-09-07,2021,18,Caquetá,811,2022-02-01
2021-09-07,2021,85,Casanare,2236,2022-02-01
2021-09-07,2021,19,Cauca,1319,2022-02-01
2021-09-07,2021,20,Cesar,5338,2022-02-01
2021-09-07,2021,27,Chocó,1209,2022-02-01
2021-09-07,2021,23,Córdoba,7870,2022-02-01
2021-09-07,2021,25,Cundinamarca,23754,2022-02-01
2021-09-07,2021,94,Guainía,50,2022-02-01
2021-09-07,2021,95,Guaviare,284,2022-02-01
2021-09-07,2021,41,Huila,3921,2022-02-01
2021-09-07,2021,44,La Guajira,890,2022-02-01
2021-09-07,2021,47,Magdalena,412,2022-02-01
2021-09-07,2021,47001,Santa Marta,2094,2022-02-01
2021-09-07,2021,52,Nariño,4423,2022-02-01
2021-09-07,2021,54,Norte de Santander,2395,2022-02-01
2021-09-07,2021,86,Putumayo,1228,2022-02-01
2021-09-07,2021,63,Quindío,3164,2022-02-01
2021-09-07,2021,66,Risaralda,5218,2022-02-01
2021-09-07,2021,88,San Andrés y Providencia,386,2022-02-01
2021-09-07,2021,68,Santander,5988,2022-02-01
2021-09-07,2021,70,Sucre,1139,2022-02-01
2021-09-07,2021,73,Tolima,2648,2022-02-01
2021-09-07,2021,76,Valle del Cauca,15495,2022-02-01
2021-09-07,2021,76109,Buenaventura,938,2022-02-01
2021-09-07,2021,97,Vaupés,8,2022-02-01
2021-09-07,2021,99,Vichada,243,2022-02-01
2021-09-07,2021,0,Privados,10973,2022-02-01
2021-09-08,2021,91,Amazonas,70,2022-02-01
2021-09-08,2021,5,Antioquia,22638,2022-02-01
2021-09-08,2021,81,Arauca,1072,2022-02-01
2021-09-08,2021,8,Atlántico,4466,2022-02-01
2021-09-08,2021,8001,Barranquilla,6376,2022-02-01
2021-09-08,2021,11,Bogotá,20244,2022-02-01
2021-09-08,2021,13,Bolívar,3306,2022-02-01
2021-09-08,2021,13001,Cartagena,5976,2022-02-01
2021-09-08,2021,15,Boyacá,6548,2022-02-01
2021-09-08,2021,17,Caldas,2978,2022-02-01
2021-09-08,2021,18,Caquetá,506,2022-02-01
2021-09-08,2021,85,Casanare,2435,2022-02-01
2021-09-08,2021,19,Cauca,2241,2022-02-01
2021-09-08,2021,20,Cesar,4157,2022-02-01
2021-09-08,2021,27,Chocó,1284,2022-02-01
2021-09-08,2021,23,Córdoba,3470,2022-02-01
2021-09-08,2021,25,Cundinamarca,14918,2022-02-01
2021-09-08,2021,94,Guainía,53,2022-02-01
2021-09-08,2021,95,Guaviare,285,2022-02-01
2021-09-08,2021,41,Huila,3919,2022-02-01
2021-09-08,2021,44,La Guajira,1710,2022-02-01
2021-09-08,2021,47,Magdalena,445,2022-02-01
2021-09-08,2021,47001,Santa Marta,1400,2022-02-01
2021-09-08,2021,50,Meta,6224,2022-02-01
2021-09-08,2021,52,Nariño,6576,2022-02-01
2021-09-08,2021,54,Norte de Santander,4553,2022-02-01
2021-09-08,2021,86,Putumayo,2138,2022-02-01
2021-09-08,2021,63,Quindío,2843,2022-02-01
2021-09-08,2021,66,Risaralda,3931,2022-02-01
2021-09-08,2021,88,San Andrés y Providencia,357,2022-02-01
2021-09-08,2021,68,Santander,5046,2022-02-01
2021-09-08,2021,70,Sucre,1643,2022-02-01
2021-09-08,2021,73,Tolima,5583,2022-02-01
2021-09-08,2021,76,Valle del Cauca,15435,2022-02-01
2021-09-08,2021,76109,Buenaventura,472,2022-02-01
2021-09-08,2021,97,Vaupés,5,2022-02-01
2021-09-08,2021,99,Vichada,214,2022-02-01
2021-09-08,2021,0,Privados,11723,2022-02-01
2021-09-09,2021,91,Amazonas,139,2022-02-01
2021-09-09,2021,5,Antioquia,24205,2022-02-01
2021-09-09,2021,81,Arauca,1438,2022-02-01
2021-09-09,2021,8,Atlántico,1871,2022-02-01
2021-09-09,2021,8001,Barranquilla,5670,2022-02-01
2021-09-09,2021,11,Bogotá,18524,2022-02-01
2021-09-09,2021,13,Bolívar,4847,2022-02-01
2021-09-09,2021,13001,Cartagena,4465,2022-02-01
2021-09-09,2021,15,Boyacá,7667,2022-02-01
2021-09-09,2021,17,Caldas,5161,2022-02-01
2021-09-09,2021,18,Caquetá,651,2022-02-01
2021-09-09,2021,85,Casanare,1992,2022-02-01
2021-09-09,2021,19,Cauca,28712,2022-02-01
2021-09-09,2021,20,Cesar,4019,2022-02-01
2021-09-09,2021,27,Chocó,1640,2022-02-01
2021-09-09,2021,23,Córdoba,5479,2022-02-01
2021-09-09,2021,25,Cundinamarca,13855,2022-02-01
2021-09-09,2021,94,Guainía,40,2022-02-01
2021-09-09,2021,95,Guaviare,283,2022-02-01
2021-09-09,2021,41,Huila,4408,2022-02-01
2021-09-09,2021,44,La Guajira,1837,2022-02-01
2021-09-09,2021,47,Magdalena,1013,2022-02-01
2021-09-09,2021,47001,Santa Marta,1053,2022-02-01
2021-09-09,2021,50,Meta,2029,2022-02-01
2021-09-09,2021,52,Nariño,5943,2022-02-01
2021-09-09,2021,54,Norte de Santander,3767,2022-02-01
2021-09-09,2021,86,Putumayo,918,2022-02-01
2021-09-09,2021,63,Quindío,2348,2022-02-01
2021-09-09,2021,66,Risaralda,6267,2022-02-01
2021-09-09,2021,88,San Andrés y Providencia,462,2022-02-01
2021-09-09,2021,68,Santander,3310,2022-02-01
2021-09-09,2021,70,Sucre,2221,2022-02-01
2021-09-09,2021,73,Tolima,7804,2022-02-01
2021-09-09,2021,76,Valle del Cauca,15541,2022-02-01
2021-09-09,2021,76109,Buenaventura,903,2022-02-01
2021-09-09,2021,97,Vaupés,7,2022-02-01
2021-09-09,2021,99,Vichada,364,2022-02-01
2021-09-09,2021,0,Privados,8196,2022-02-01
2021-09-10,2021,91,Amazonas,75,2022-02-01
2021-09-10,2021,5,Antioquia,21608,2022-02-01
2021-09-10,2021,81,Arauca,1237,2022-02-01
2021-09-10,2021,8,Atlántico,1150,2022-02-01
2021-09-10,2021,8001,Barranquilla,5403,2022-02-01
2021-09-10,2021,11,Bogotá,22286,2022-02-01
2021-09-10,2021,13,Bolívar,4357,2022-02-01
2021-09-10,2021,13001,Cartagena,3154,2022-02-01
2021-09-10,2021,15,Boyacá,5121,2022-02-01
2021-09-10,2021,17,Caldas,8017,2022-02-01
2021-09-10,2021,18,Caquetá,685,2022-02-01
2021-09-10,2021,85,Casanare,738,2022-02-01
2021-09-10,2021,19,Cauca,990,2022-02-01
2021-09-10,2021,20,Cesar,2311,2022-02-01
2021-09-10,2021,27,Chocó,2475,2022-02-01
2021-09-10,2021,23,Córdoba,4460,2022-02-01
2021-09-10,2021,25,Cundinamarca,8336,2022-02-01
2021-09-10,2021,94,Guainía,89,2022-02-01
2021-09-10,2021,95,Guaviare,363,2022-02-01
2021-09-10,2021,41,Huila,4265,2022-02-01
2021-09-10,2021,44,La Guajira,2154,2022-02-01
2021-09-10,2021,47,Magdalena,1851,2022-02-01
2021-09-10,2021,47001,Santa Marta,305,2022-02-01
2021-09-10,2021,50,Meta,1345,2022-02-01
2021-09-10,2021,52,Nariño,4818,2022-02-01
2021-09-10,2021,54,Norte de Santander,4055,2022-02-01
2021-09-10,2021,86,Putumayo,1025,2022-02-01
2021-09-10,2021,63,Quindío,1192,2022-02-01
2021-09-10,2021,66,Risaralda,4140,2022-02-01
2021-09-10,2021,88,San Andrés y Providencia,438,2022-02-01
2021-09-10,2021,68,Santander,5034,2022-02-01
2021-09-10,2021,70,Sucre,2855,2022-02-01
2021-09-10,2021,73,Tolima,8223,2022-02-01
2021-09-10,2021,76,Valle del Cauca,14132,2022-02-01
2021-09-10,2021,76109,Buenaventura,656,2022-02-01
2021-09-10,2021,97,Vaupés,5,2022-02-01
2021-09-10,2021,99,Vichada,221,2022-02-01
2021-09-10,2021,0,Privados,5144,2022-02-01
2021-09-11,2021,91,Amazonas,48,2022-02-01
2021-09-11,2021,5,Antioquia,19943,2022-02-01
2021-09-11,2021,81,Arauca,553,2022-02-01
2021-09-11,2021,8,Atlántico,5314,2022-02-01
2021-09-11,2021,8001,Barranquilla,7109,2022-02-01
2021-09-11,2021,11,Bogotá,26698,2022-02-01
2021-09-11,2021,13,Bolívar,5683,2022-02-01
2021-09-11,2021,13001,Cartagena,2913,2022-02-01
2021-09-11,2021,15,Boyacá,4553,2022-02-01
2021-09-11,2021,17,Caldas,3762,2022-02-01
2021-09-11,2021,18,Caquetá,736,2022-02-01
2021-09-11,2021,85,Casanare,1465,2022-02-01
2021-09-11,2021,20,Cesar,1167,2022-02-01
2021-09-11,2021,27,Chocó,696,2022-02-01
2021-09-11,2021,23,Córdoba,2883,2022-02-01
2021-09-11,2021,25,Cundinamarca,6420,2022-02-01
2021-09-11,2021,95,Guaviare,126,2022-02-01
2021-09-11,2021,41,Huila,3625,2022-02-01
2021-09-11,2021,44,La Guajira,728,2022-02-01
2021-09-11,2021,47,Magdalena,713,2022-02-01
2021-09-11,2021,47001,Santa Marta,174,2022-02-01
2021-09-11,2021,50,Meta,1852,2022-02-01
2021-09-11,2021,52,Nariño,4932,2022-02-01
2021-09-11,2021,54,Norte de Santander,3354,2022-02-01
2021-09-11,2021,86,Putumayo,785,2022-02-01
2021-09-11,2021,63,Quindío,1516,2022-02-01
2021-09-11,2021,66,Risaralda,6013,2022-02-01
2021-09-11,2021,88,San Andrés y Providencia,357,2022-02-01
2021-09-11,2021,68,Santander,6155,2022-02-01
2021-09-11,2021,70,Sucre,883,2022-02-01
2021-09-11,2021,73,Tolima,3562,2022-02-01
2021-09-11,2021,76,Valle del Cauca,14554,2022-02-01
2021-09-11,2021,76109,Buenaventura,209,2022-02-01
2021-09-11,2021,0,Privados,18201,2022-02-01
2021-09-12,2021,91,Amazonas,20,2022-02-01
2021-09-12,2021,5,Antioquia,14051,2022-02-01
2021-09-12,2021,81,Arauca,205,2022-02-01
2021-09-12,2021,8,Atlántico,1208,2022-02-01
2021-09-12,2021,8001,Barranquilla,4851,2022-02-01
2021-09-12,2021,11,Bogotá,30598,2022-02-01
2021-09-12,2021,13,Bolívar,1840,2022-02-01
2021-09-12,2021,13001,Cartagena,635,2022-02-01
2021-09-12,2021,15,Boyacá,3529,2022-02-01
2021-09-12,2021,17,Caldas,1172,2022-02-01
2021-09-12,2021,18,Caquetá,322,2022-02-01
2021-09-12,2021,85,Casanare,743,2022-02-01
2021-09-12,2021,19,Cauca,6893,2022-02-01
2021-09-12,2021,20,Cesar,608,2022-02-01
2021-09-12,2021,27,Chocó,169,2022-02-01
2021-09-12,2021,23,Córdoba,2245,2022-02-01
2021-09-12,2021,25,Cundinamarca,5246,2022-02-01
2021-09-12,2021,94,Guainía,136,2022-02-01
2021-09-12,2021,41,Huila,992,2022-02-01
2021-09-12,2021,44,La Guajira,94,2022-02-01
2021-09-12,2021,47,Magdalena,58,2022-02-01
2021-09-12,2021,47001,Santa Marta,12,2022-02-01
2021-09-12,2021,50,Meta,2112,2022-02-01
2021-09-12,2021,52,Nariño,2678,2022-02-01
2021-09-12,2021,54,Norte de Santander,656,2022-02-01
2021-09-12,2021,86,Putumayo,163,2022-02-01
2021-09-12,2021,63,Quindío,264,2022-02-01
2021-09-12,2021,66,Risaralda,2908,2022-02-01
2021-09-12,2021,88,San Andrés y Providencia,115,2022-02-01
2021-09-12,2021,68,Santander,2076,2022-02-01
2021-09-12,2021,70,Sucre,625,2022-02-01
2021-09-12,2021,73,Tolima,1139,2022-02-01
2021-09-12,2021,76,Valle del Cauca,5134,2022-02-01
2021-09-12,2021,76109,Buenaventura,68,2022-02-01
2021-09-12,2021,99,Vichada,41,2022-02-01
2021-09-12,2021,0,Privados,4051,2022-02-01
2021-09-13,2021,91,Amazonas,168,2022-02-01
2021-09-13,2021,5,Antioquia,33406,2022-02-01
2021-09-13,2021,81,Arauca,1226,2022-02-01
2021-09-13,2021,8,Atlántico,3034,2022-02-01
2021-09-13,2021,8001,Barranquilla,4377,2022-02-01
2021-09-13,2021,11,Bogotá,20902,2022-02-01
2021-09-13,2021,13,Bolívar,5122,2022-02-01
2021-09-13,2021,13001,Cartagena,3213,2022-02-01
2021-09-13,2021,15,Boyacá,8806,2022-02-01
2021-09-13,2021,17,Caldas,2113,2022-02-01
2021-09-13,2021,18,Caquetá,1205,2022-02-01
2021-09-13,2021,85,Casanare,2042,2022-02-01
2021-09-13,2021,19,Cauca,3233,2022-02-01
2021-09-13,2021,20,Cesar,3413,2022-02-01
2021-09-13,2021,27,Chocó,1842,2022-02-01
2021-09-13,2021,23,Córdoba,7849,2022-02-01
2021-09-13,2021,25,Cundinamarca,24723,2022-02-01
2021-09-13,2021,94,Guainía,10,2022-02-01
2021-09-13,2021,95,Guaviare,423,2022-02-01
2021-09-13,2021,41,Huila,1482,2022-02-01
2021-09-13,2021,44,La Guajira,1733,2022-02-01
2021-09-13,2021,47,Magdalena,1655,2022-02-01
2021-09-13,2021,47001,Santa Marta,334,2022-02-01
2021-09-13,2021,50,Meta,4332,2022-02-01
2021-09-13,2021,52,Nariño,468,2022-02-01
2021-09-13,2021,54,Norte de Santander,3257,2022-02-01
2021-09-13,2021,86,Putumayo,984,2022-02-01
2021-09-13,2021,63,Quindío,2902,2022-02-01
2021-09-13,2021,66,Risaralda,7139,2022-02-01
2021-09-13,2021,88,San Andrés y Providencia,308,2022-02-01
2021-09-13,2021,68,Santander,5080,2022-02-01
2021-09-13,2021,70,Sucre,2143,2022-02-01
2021-09-13,2021,73,Tolima,2889,2022-02-01
2021-09-13,2021,76,Valle del Cauca,14632,2022-02-01
2021-09-13,2021,76109,Buenaventura,547,2022-02-01
2021-09-13,2021,97,Vaupés,23,2022-02-01
2021-09-13,2021,99,Vichada,65,2022-02-01
2021-09-13,2021,0,Privados,6229,2022-02-01
2021-09-14,2021,91,Amazonas,267,2022-02-01
2021-09-14,2021,5,Antioquia,41155,2022-02-01
2021-09-14,2021,81,Arauca,1198,2022-02-01
2021-09-14,2021,8,Atlántico,3000,2022-02-01
2021-09-14,2021,8001,Barranquilla,3745,2022-02-01
2021-09-14,2021,11,Bogotá,22950,2022-02-01
2021-09-14,2021,13,Bolívar,5641,2022-02-01
2021-09-14,2021,13001,Cartagena,3168,2022-02-01
2021-09-14,2021,15,Boyacá,9811,2022-02-01
2021-09-14,2021,17,Caldas,4448,2022-02-01
2021-09-14,2021,18,Caquetá,977,2022-02-01
2021-09-14,2021,85,Casanare,1745,2022-02-01
2021-09-14,2021,19,Cauca,4857,2022-02-01
2021-09-14,2021,20,Cesar,6701,2022-02-01
2021-09-14,2021,27,Chocó,1622,2022-02-01
2021-09-14,2021,23,Córdoba,4885,2022-02-01
2021-09-14,2021,25,Cundinamarca,23892,2022-02-01
2021-09-14,2021,94,Guainía,90,2022-02-01
2021-09-14,2021,95,Guaviare,240,2022-02-01
2021-09-14,2021,41,Huila,4437,2022-02-01
2021-09-14,2021,44,La Guajira,1423,2022-02-01
2021-09-14,2021,47,Magdalena,2096,2022-02-01
2021-09-14,2021,47001,Santa Marta,1092,2022-02-01
2021-09-14,2021,50,Meta,3663,2022-02-01
2021-09-14,2021,52,Nariño,4342,2022-02-01
2021-09-14,2021,54,Norte de Santander,4729,2022-02-01
2021-09-14,2021,86,Putumayo,952,2022-02-01
2021-09-14,2021,63,Quindío,2345,2022-02-01
2021-09-14,2021,66,Risaralda,6515,2022-02-01
2021-09-14,2021,88,San Andrés y Providencia,697,2022-02-01
2021-09-14,2021,68,Santander,3870,2022-02-01
2021-09-14,2021,70,Sucre,2157,2022-02-01
2021-09-14,2021,73,Tolima,4309,2022-02-01
2021-09-14,2021,76,Valle del Cauca,13291,2022-02-01
2021-09-14,2021,76109,Buenaventura,543,2022-02-01
2021-09-14,2021,97,Vaupés,23,2022-02-01
2021-09-14,2021,99,Vichada,324,2022-02-01
2021-09-14,2021,0,Privados,6007,2022-02-01
2021-09-15,2021,91,Amazonas,48,2022-02-01
2021-09-15,2021,5,Antioquia,28718,2022-02-01
2021-09-15,2021,81,Arauca,1341,2022-02-01
2021-09-15,2021,8,Atlántico,2831,2022-02-01
2021-09-15,2021,8001,Barranquilla,2752,2022-02-01
2021-09-15,2021,11,Bogotá,22354,2022-02-01
2021-09-15,2021,13,Bolívar,4018,2022-02-01
2021-09-15,2021,13001,Cartagena,3982,2022-02-01
2021-09-15,2021,15,Boyacá,8245,2022-02-01
2021-09-15,2021,17,Caldas,5909,2022-02-01
2021-09-15,2021,18,Caquetá,2107,2022-02-01
2021-09-15,2021,85,Casanare,1213,2022-02-01
2021-09-15,2021,19,Cauca,3744,2022-02-01
2021-09-15,2021,20,Cesar,5401,2022-02-01
2021-09-15,2021,27,Chocó,1803,2022-02-01
2021-09-15,2021,23,Córdoba,5289,2022-02-01
2021-09-15,2021,25,Cundinamarca,9364,2022-02-01
2021-09-15,2021,94,Guainía,34,2022-02-01
2021-09-15,2021,95,Guaviare,473,2022-02-01
2021-09-15,2021,41,Huila,6476,2022-02-01
2021-09-15,2021,44,La Guajira,2481,2022-02-01
2021-09-15,2021,47,Magdalena,4211,2022-02-01
2021-09-15,2021,47001,Santa Marta,951,2022-02-01
2021-09-15,2021,50,Meta,2673,2022-02-01
2021-09-15,2021,52,Nariño,3421,2022-02-01
2021-09-15,2021,54,Norte de Santander,4524,2022-02-01
2021-09-15,2021,86,Putumayo,1122,2022-02-01
2021-09-15,2021,63,Quindío,1860,2022-02-01
2021-09-15,2021,66,Risaralda,4004,2022-02-01
2021-09-15,2021,88,San Andrés y Providencia,663,2022-02-01
2021-09-15,2021,68,Santander,4136,2022-02-01
2021-09-15,2021,70,Sucre,2424,2022-02-01
2021-09-15,2021,73,Tolima,7508,2022-02-01
2021-09-15,2021,76,Valle del Cauca,10588,2022-02-01
2021-09-15,2021,76109,Buenaventura,746,2022-02-01
2021-09-15,2021,97,Vaupés,100,2022-02-01
2021-09-15,2021,99,Vichada,408,2022-02-01
2021-09-15,2021,0,Privados,4191,2022-02-01
2021-09-16,2021,91,Amazonas,225,2022-02-01
2021-09-16,2021,5,Antioquia,24913,2022-02-01
2021-09-16,2021,81,Arauca,1085,2022-02-01
2021-09-16,2021,8,Atlántico,4321,2022-02-01
2021-09-16,2021,8001,Barranquilla,2089,2022-02-01
2021-09-16,2021,11,Bogotá,22389,2022-02-01
2021-09-16,2021,13,Bolívar,5088,2022-02-01
2021-09-16,2021,13001,Cartagena,4004,2022-02-01
2021-09-16,2021,15,Boyacá,6277,2022-02-01
2021-09-16,2021,17,Caldas,8733,2022-02-01
2021-09-16,2021,18,Caquetá,999,2022-02-01
2021-09-16,2021,85,Casanare,847,2022-02-01
2021-09-16,2021,19,Cauca,4227,2022-02-01
2021-09-16,2021,20,Cesar,3454,2022-02-01
2021-09-16,2021,27,Chocó,1753,2022-02-01
2021-09-16,2021,23,Córdoba,5644,2022-02-01
2021-09-16,2021,25,Cundinamarca,3236,2022-02-01
2021-09-16,2021,94,Guainía,70,2022-02-01
2021-09-16,2021,95,Guaviare,322,2022-02-01
2021-09-16,2021,41,Huila,4916,2022-02-01
2021-09-16,2021,44,La Guajira,3285,2022-02-01
2021-09-16,2021,47,Magdalena,4508,2022-02-01
2021-09-16,2021,47001,Santa Marta,896,2022-02-01
2021-09-16,2021,50,Meta,3079,2022-02-01
2021-09-16,2021,52,Nariño,5387,2022-02-01
2021-09-16,2021,54,Norte de Santander,4028,2022-02-01
2021-09-16,2021,86,Putumayo,1092,2022-02-01
2021-09-16,2021,63,Quindío,2107,2022-02-01
2021-09-16,2021,66,Risaralda,2869,2022-02-01
2021-09-16,2021,88,San Andrés y Providencia,143,2022-02-01
2021-09-16,2021,68,Santander,12221,2022-02-01
2021-09-16,2021,70,Sucre,3101,2022-02-01
2021-09-16,2021,73,Tolima,5555,2022-02-01
2021-09-16,2021,76,Valle del Cauca,9340,2022-02-01
2021-09-16,2021,76109,Buenaventura,635,2022-02-01
2021-09-16,2021,97,Vaupés,14,2022-02-01
2021-09-16,2021,99,Vichada,507,2022-02-01
2021-09-16,2021,0,Privados,5548,2022-02-01
2021-09-17,2021,91,Amazonas,115,2022-02-01
2021-09-17,2021,5,Antioquia,16630,2022-02-01
2021-09-17,2021,81,Arauca,1064,2022-02-01
2021-09-17,2021,8,Atlántico,4240,2022-02-01
2021-09-17,2021,8001,Barranquilla,2778,2022-02-01
2021-09-17,2021,11,Bogotá,23830,2022-02-01
2021-09-17,2021,13,Bolívar,4584,2022-02-01
2021-09-17,2021,13001,Cartagena,3162,2022-02-01
2021-09-17,2021,15,Boyacá,3487,2022-02-01
2021-09-17,2021,17,Caldas,5040,2022-02-01
2021-09-17,2021,18,Caquetá,1104,2022-02-01
2021-09-17,2021,85,Casanare,939,2022-02-01
2021-09-17,2021,19,Cauca,3820,2022-02-01
2021-09-17,2021,20,Cesar,2520,2022-02-01
2021-09-17,2021,27,Chocó,1305,2022-02-01
2021-09-17,2021,23,Córdoba,3629,2022-02-01
